SubjectID,researchdate,BrandID,CategoryDelivery,daily_ots,score,threshold,reason,Brand
1585271561336611199,2025-06-26,198504,Смарт-часы и браслеты,50923.26299999999,50923.26299999999,47038.765599999846,"Exceeds 99.0th percentile for brand (few daily obs, n=4)",apple watch
1585271561337001691,2025-06-26,199833,Крупная техника,283985.964,283985.964,73227.14474999964,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",beko
8007412236336259136,2025-06-26,201236,Малая техника,27442.335,27442.335,26557.066039999998,Exceeds 99.0th percentile for this day (n=5),canon
6052843423965704166,2025-06-26,202423,Обувь,9117.664,9117.664,9005.575280000001,Exceeds 99.0th percentile for this day (n=9),crocs
1585271561336635010,2025-06-26,202929,Малая техника,17450.432999999997,17450.432999999997,17439.34759000001,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",demiand
4476590604025634241,2025-06-26,204747,Средства для мытья посуды,45860.822,45860.822,21713.02264000003,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",fairy
1585271561336994462,2025-06-26,204933,Корм для кошек,23248.157,23248.157,22790.79036,Exceeds 99.0th percentile for this day (n=5),felix (корм)
1585274423917697743,2025-06-26,206252,Одежда,7910.548,7910.548,7800.5288,Exceeds 99.0th percentile for this day (n=5),gloria jeans
2963380775332160449,2025-06-26,206519,Универсальные чистящие средства,6432.234,6432.234,6306.86584,Exceeds 99.0th percentile for this day (n=5),grass
1585271561337001691,2025-06-26,206804,Крупная техника,70996.491,70996.491,67684.34145,Exceeds 99.0th percentile for this day (n=6),haier
1585271561337012029,2025-06-26,206959,Крупная техника,90824.814,90824.814,57123.69635999987,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",hartens
6711292803523302144,2025-06-26,207447,Смартфоны,23623.929,23623.929,23399.85573,Exceeds 99.0th percentile for this day (n=28),honor
1522925682569256000,2025-06-26,207543,Смарт-часы и браслеты,5188.846,5188.846,5117.100879999999,Exceeds 99.0th percentile for this day (n=7),huawei
4035232106963127754,2025-06-26,207543,Смартфоны,24283.779,24283.779,21748.981799999983,Exceeds 99.0th percentile for this day (n=14),huawei
5629511854270500800,2025-06-26,207558,Подгузники,27934.359,27934.359,26534.357809999994,Exceeds 99.0th percentile for this day (n=8),huggies
7214779105578905474,2025-06-26,207943,Смартфоны,17616.108,17616.108,17098.71024,Exceeds 99.0th percentile for this day (n=9),infinix
1585271561336969570,2025-06-26,208810,Обувь,17235.003,17235.003,16612.639650000005,Exceeds 99.0th percentile for this day (n=6),kari
1369101347001709768,2025-06-26,209227,Малая техника,13235.148,13235.148,13177.94617,Exceeds 99.0th percentile for this day (n=8),kitfort
1738401046313161600,2025-06-26,210322,Крупная техника,20370.606,20370.606,19935.10765,Exceeds 99.0th percentile for this day (n=6),lg
4260416422919966855,2025-06-26,213474,Обувь,35397.36,35397.36,32223.789270000016,Exceeds 99.0th percentile for this day (n=12),nike
4260416422919966855,2025-06-26,213474,Одежда,7866.08,7866.08,7800.11185,Exceeds 99.0th percentile for this day (n=6),nike
3828751370547352448,2025-06-26,214142,Смартфоны,16616.463,16616.463,16049.023250000002,Exceeds 99.0th percentile for this day (n=6),oneplus
3828751370547352448,2025-06-26,215234,Смартфоны,33232.926,33232.926,31332.956459999994,Exceeds 99.0th percentile for this day (n=22),poco
513460228649263553,2025-06-26,215274,Малая техника,11392.514,11392.514,11119.353039999998,Exceeds 99.0th percentile for this day (n=5),polaris (бытовая техника)
6341074104264852173,2025-06-26,215761,Корм для кошек,11558.999,11558.999,11448.71408,Exceeds 99.0th percentile for this day (n=5),purina one
1306054984423598601,2025-06-26,216114,Смартфоны,36747.784,36747.784,31797.64089999998,Exceeds 99.0th percentile for this day (n=22),realme
3891115984388077661,2025-06-26,216181,Смартфоны,35347.227,35347.227,32734.75542,Exceeds 99.0th percentile for this day (n=19),redmi
1585271561337011960,2025-06-26,217082,Крупная техника,24020.143,24020.143,23084.983400000005,Exceeds 99.0th percentile for this day (n=11),samsung
1585271561336920304,2025-06-26,218309,Аудиотехника,42088.990000000005,42088.990000000005,37982.86984999999,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",sony
6135254097796734656,2025-06-26,219127,Обувь,5161.684,5161.684,5087.98168,Exceeds 99.0th percentile for this day (n=5),ttaccardi
729595702993863489,2025-06-26,219362,Смартфоны,7472.833,7472.833,7469.74105,Exceeds 99.0th percentile for this day (n=6),tecno
1224996632231164864,2025-06-26,221229,Смартфоны,39733.806000000004,39733.806000000004,37274.469840000005,Exceeds 99.0th percentile for this day (n=9),vivo (электроника)
1585271561336864392,2025-06-26,221942,Малая техника,14369.278,14369.278,14075.386050000001,Exceeds 99.0th percentile for this day (n=6),xiaomi
6196960145816224397,2025-06-26,221942,Смарт-часы и браслеты,9848.129,9848.129,9805.6573,Exceeds 99.0th percentile for this day (n=6),xiaomi
3828751370547352448,2025-06-26,221942,Смартфоны,33232.926,33232.926,31783.241940000007,Exceeds 99.0th percentile for this day (n=12),xiaomi
792640751260989745,2025-06-26,222295,Одежда,12555.736,12555.736,12297.334150000002,Exceeds 99.0th percentile for this day (n=6),zarina
5773626323495733378,2025-06-26,238974,Смартфоны,11072.044,11072.044,10784.81035,Exceeds 99.0th percentile for this day (n=10),tecno spark
5620499395138991826,2025-06-26,242139,Аудиотехника,31746.068999999996,31746.068999999996,30255.051029999988,Exceeds 99.0th percentile for this day (n=14),яндекс
3098483135638259031,2025-06-26,281079,Смартфоны,25439.43,25439.43,19371.763480000016,Exceeds 99.0th percentile for this day (n=59),samsung galaxy
1513216533926154380,2025-06-26,311362,Смартфоны,11492.097,11492.097,11446.12962,Exceeds 99.0th percentile for this day (n=7),tecno pova
2882308749924541139,2025-06-26,369276,Смартфоны,8282.832,8282.832,8260.670100000001,Exceeds 99.0th percentile for this day (n=6),iqoo
1585271561337045660,2025-06-27,197627,Обувь,11534.974,11534.974,11461.89464,Exceeds 99.0th percentile for this day (n=9),adidas
1585271561337036442,2025-06-27,197627,Одежда,14181.924,14181.924,14048.21248,Exceeds 99.0th percentile for this day (n=5),adidas
5188154264055125401,2025-06-27,198071,Корм для кошек,23030.268,23030.268,20127.33983999997,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",alphapet
6629304165209877199,2025-06-27,198484,Смартфоны,96926.908,96926.908,70112.98267999984,Exceeds 99.0th percentile for this day (n=53),apple iphone
1585271561337001691,2025-06-27,199833,Крупная техника,138379.768,138379.768,133168.01496,Exceeds 99.0th percentile for this day (n=5),beko
4764817325728903810,2025-06-27,200144,Товары для стирки,27790.194,27790.194,26257.853200000005,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",bimax
1585271561336946807,2025-06-27,202423,Обувь,12182.572,12182.572,11934.451119999998,Exceeds 99.0th percentile for this day (n=7),crocs
2882308749924541122,2025-06-27,206519,Универсальные чистящие средства,9086.54,9086.54,8975.196680000001,Exceeds 99.0th percentile for this day (n=5),grass
1585271561337043459,2025-06-27,207447,Смартфоны,32204.850000000002,32204.850000000002,29628.264959999982,Exceeds 99.0th percentile for this day (n=13),honor
1657331923961798658,2025-06-27,207543,Смартфоны,8337.68,8337.68,8083.9640100000015,Exceeds 99.0th percentile for this day (n=12),huawei
4827866083748761474,2025-06-27,207558,Подгузники,8236.455,8236.455,8176.35348,Exceeds 99.0th percentile for this day (n=5),huggies
7214779105578905474,2025-06-27,207943,Смартфоны,9898.578,9898.578,9749.61646,Exceeds 99.0th percentile for this day (n=14),infinix
6341074104264851725,2025-06-27,209227,Малая техника,6863.338,6863.338,6863.05652,Exceeds 99.0th percentile for this day (n=5),kitfort
1738401046313161600,2025-06-27,210322,Крупная техника,9176.129,9176.129,9041.962520000001,Exceeds 99.0th percentile for this day (n=9),lg
360295281038590306,2025-06-27,213474,Обувь,9048.883,9048.883,8950.30132,Exceeds 99.0th percentile for this day (n=10),nike
1585271561336603273,2025-06-27,213619,Смартфоны,11186.556,11186.556,10972.82516,Exceeds 99.0th percentile for this day (n=5),nokia
864698737912134848,2025-06-27,214142,Смартфоны,27382.458,27382.458,26893.9254,Exceeds 99.0th percentile for this day (n=6),oneplus
5764614858704116186,2025-06-27,214199,Смартфоны,44029.515,44029.515,42310.395350000006,Exceeds 99.0th percentile for this day (n=6),oppo (электроника)
792639673001540995,2025-06-27,214393,Смартфоны,3733.875,3733.875,3714.80364,Exceeds 99.0th percentile for this day (n=5),oukitel
6926547750689293836,2025-06-27,214544,Подгузники,14092.244,14092.244,13775.12936,Exceeds 99.0th percentile for this day (n=9),pampers
1954572816503618427,2025-06-27,214973,Малая техника,11903.79,11903.79,11894.256800000001,Exceeds 99.0th percentile for this day (n=5),philips
1585271561336792168,2025-06-27,215234,Смартфоны,57527.898,57527.898,49852.90911999995,Exceeds 99.0th percentile for this day (n=27),poco
1585271561337012029,2025-06-27,216114,Смартфоны,46307.306,46307.306,39659.180919999955,Exceeds 99.0th percentile for this day (n=20),realme
3747000630363940255,2025-06-27,216181,Смартфоны,20577.946,20577.946,20143.3322,Exceeds 99.0th percentile for this day (n=32),redmi
4332475200292245888,2025-06-27,216194,Обувь,13514.24,13514.24,13216.63096,Exceeds 99.0th percentile for this day (n=9),reebok
2315551200567472768,2025-06-27,217082,Крупная техника,11395.692,11395.692,11014.522139999995,Exceeds 99.0th percentile for this day (n=7),samsung
2531035227693137728,2025-06-27,217082,Смартфоны,45462.968,45462.968,43414.694950000005,Exceeds 99.0th percentile for this day (n=6),samsung
1585271561337036739,2025-06-27,219103,Средства для мытья посуды,35719.654,35719.654,20644.586279999945,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",synergetic
873711825569141888,2025-06-27,219103,Уход за полостью рта,31864.446,31864.446,24070.41569999997,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",synergetic
1369101741337284103,2025-06-27,219362,Смартфоны,6045.166,6045.166,5899.50656,Exceeds 99.0th percentile for this day (n=5),tecno
8079542958382304448,2025-06-27,219384,Средства для умывания и ухода за лицом,12235.021,12235.021,11427.479389999995,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",tefia
6566260261574333184,2025-06-27,221229,Смартфоны,8762.728,8762.728,8647.887279999999,Exceeds 99.0th percentile for this day (n=7),vivo (электроника)
6629304165209877317,2025-06-27,221942,Смарт-часы и браслеты,57079.763999999996,57079.763999999996,55424.237759999996,Exceeds 99.0th percentile for this day (n=10),xiaomi
3828751370547352448,2025-06-27,221942,Смартфоны,16468.331,16468.331,16388.785239999997,Exceeds 99.0th percentile for this day (n=15),xiaomi
3539840753486241290,2025-06-27,232597,Корм для кошек,25297.875,25297.875,20451.980919999995,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",мнямс
2233791780476071135,2025-06-27,237869,Средства для мытья посуды,44312.244,44312.244,35096.690730000046,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",сомат
1161942649620631617,2025-06-27,238974,Смартфоны,9852.516,9852.516,9818.215919999999,Exceeds 99.0th percentile for this day (n=5),tecno spark
4764817325728903810,2025-06-27,240354,Детское питание,55580.388,55580.388,32464.626479999853,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",фрутоняня
875393366793077760,2025-06-27,242139,Аудиотехника,17944.26,17944.26,17183.267579999992,Exceeds 99.0th percentile for this day (n=18),яндекс
1306055321721055769,2025-06-27,281079,Смартфоны,85866.464,85866.464,69529.16544000008,Exceeds 99.0th percentile for this day (n=45),samsung galaxy
5269224016788673984,2025-06-27,307306,Смартфоны,5497.756,5497.756,5484.69625,Exceeds 99.0th percentile for this day (n=6),tecno camon
7719183485888315392,2025-06-27,311362,Смартфоны,16837.836,16837.836,16211.385450000003,Exceeds 99.0th percentile for this day (n=12),tecno pova
1585271561337045660,2025-06-28,197627,Обувь,11341.347,11341.347,11297.55585,Exceeds 99.0th percentile for this day (n=6),adidas
6638988891232380672,2025-06-28,198484,Смартфоны,38645.121,38645.121,38168.680140000004,Exceeds 99.0th percentile for this day (n=63),apple iphone
6196961100373024751,2025-06-28,198590,Средства для умывания и ухода за лицом,49636.734000000004,49636.734000000004,47519.77313000034,"Exceeds 99.0th percentile for brand (few daily obs, n=4)",aravia
1585271561336680874,2025-06-28,200371,Смартфоны,53753.14,53753.14,46851.40584000001,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",blackview
9007204635750639287,2025-06-28,200770,Универсальные чистящие средства,26748.412,26748.412,25630.621719999992,Exceeds 99.0th percentile for this day (n=7),brandfree
3098483602160404038,2025-06-28,202423,Обувь,20355.15,20355.15,19425.020400000005,Exceeds 99.0th percentile for this day (n=11),crocs
6207557987969165440,2025-06-28,206128,Средства для умывания и ухода за лицом,27320.955,27320.955,20488.733849999982,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",gillette
648524241621891145,2025-06-28,206252,Одежда,28878.441000000003,28878.441000000003,28244.008679999963,"Exceeds 99.0th percentile for brand (few daily obs, n=4)",gloria jeans
5034735006226,2025-06-28,206402,Смартфоны,32474.296,32474.296,31857.992639999997,Exceeds 99.0th percentile for this day (n=5),google pixel
1585271561337043459,2025-06-28,207447,Смартфоны,31664.82,31664.82,28062.065959999993,Exceeds 99.0th percentile for this day (n=24),honor
3539841610578587776,2025-06-28,207543,Смарт-часы и браслеты,21164.77,21164.77,20529.834519999997,Exceeds 99.0th percentile for this day (n=7),huawei
5053049603441781016,2025-06-28,207543,Смартфоны,14861.188,14861.188,14765.66236,Exceeds 99.0th percentile for this day (n=8),huawei
2017618760585040015,2025-06-28,207558,Подгузники,8024.692,8024.692,7981.9388,Exceeds 99.0th percentile for this day (n=6),huggies
2305848744076622577,2025-06-28,207943,Смартфоны,36745.167,36745.167,34215.4398,Exceeds 99.0th percentile for this day (n=17),infinix
5116096277414528843,2025-06-28,208810,Обувь,11053.854,11053.854,10615.748359999998,Exceeds 99.0th percentile for this day (n=8),kari
1729388589032331985,2025-06-28,210322,Аудиотехника,42206.276,42206.276,28810.93615999989,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",lg
1873504623131540673,2025-06-28,210322,Крупная техника,49716.07800000001,49716.07800000001,48108.74280000001,Exceeds 99.0th percentile for this day (n=5),lg
3684346221097551104,2025-06-28,210747,Одежда,57593.706,57593.706,38435.24315999984,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",love republic
1585271561336994479,2025-06-28,212359,Макияж для глаз,21825.966,21825.966,19720.47344999999,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",mixit
2233792731551793505,2025-06-28,213474,Обувь,11322.957,11322.957,11304.11979,Exceeds 99.0th percentile for this day (n=8),nike
5764614858704116186,2025-06-28,214142,Смартфоны,79925.09400000001,79925.09400000001,76410.19380000002,Exceeds 99.0th percentile for this day (n=6),oneplus
2316334052846495361,2025-06-28,214393,Смартфоны,7772.359,7772.359,7721.46688,Exceeds 99.0th percentile for this day (n=5),oukitel
1513216533926154380,2025-06-28,214973,Малая техника,10501.122,10501.122,10243.538699999997,Exceeds 99.0th percentile for this day (n=7),philips
1594711382926345728,2025-06-28,215234,Смартфоны,80063.49,80063.49,72386.15699999999,Exceeds 99.0th percentile for this day (n=16),poco
2386918729101108450,2025-06-28,215274,Малая техника,5536.285,5536.285,5523.0571199999995,Exceeds 99.0th percentile for this day (n=5),polaris (бытовая техника)
3828751370547352448,2025-06-28,216114,Смартфоны,128618.67,128618.67,98887.65455999988,Exceeds 99.0th percentile for this day (n=29),realme
1585271561337043459,2025-06-28,216181,Смартфоны,31664.82,31664.82,28391.739999999998,Exceeds 99.0th percentile for this day (n=33),redmi
1585271561336868304,2025-06-28,216182,Малая техника,5885.794,5885.794,5878.195,Exceeds 99.0th percentile for this day (n=5),redmond (бытовая техника)
9079264895077392192,2025-06-28,217082,Крупная техника,5648.666,5648.666,5585.09084,Exceeds 99.0th percentile for this day (n=5),samsung
7791241212634245504,2025-06-28,217082,Смартфоны,28796.853,28796.853,27941.115109999995,Exceeds 99.0th percentile for this day (n=8),samsung
1585271561336777542,2025-06-28,217234,Одежда,13795.424,13795.424,13428.496850000003,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",savage
6052843423965704708,2025-06-28,219306,Крупная техника,8231.326,8231.326,8173.069699999999,Exceeds 99.0th percentile for this day (n=6),tcl (техника)
1585274296737054857,2025-06-28,219362,Смартфоны,3094.384,3094.384,3076.8639000000003,Exceeds 99.0th percentile for this day (n=6),tecno
1585271561336776582,2025-06-28,219620,Средства для умывания и ухода за лицом,27374.952,27374.952,26859.5658,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",theu
1729388589032331985,2025-06-28,219813,Корм для собак,42206.276,42206.276,35206.53987999995,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",titbit
1162022737893971328,2025-06-28,221229,Смартфоны,14440.635,14440.635,13799.213449999997,Exceeds 99.0th percentile for this day (n=8),vivo (электроника)
1585271561336695605,2025-06-28,221942,Смарт-часы и браслеты,21171.705,21171.705,21019.79388,Exceeds 99.0th percentile for this day (n=9),xiaomi
1306054984423598601,2025-06-28,221942,Смартфоны,21347.177,21347.177,20911.640729999996,Exceeds 99.0th percentile for this day (n=14),xiaomi
6278112036238381505,2025-06-28,222481,Одежда,13184.953,13184.953,12829.849919999999,Exceeds 99.0th percentile for this day (n=5),zolla
4107288419676846176,2025-06-28,224837,Товары для ухода за телом,28796.853,28796.853,20983.545419999988,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",боро плюс
1161942649620631617,2025-06-28,238974,Смартфоны,31062.318,31062.318,29626.644539999987,Exceeds 99.0th percentile for this day (n=7),tecno spark
1585271561336731388,2025-06-28,240354,Детское питание,7534.751,7534.751,7436.3844,Exceeds 99.0th percentile for this day (n=5),фрутоняня
2738194092690289729,2025-06-28,242139,Аудиотехника,50620.488,50620.488,46387.19820000001,Exceeds 99.0th percentile for this day (n=11),яндекс
1585271561336994462,2025-06-28,281079,Смартфоны,155813.664,155813.664,120089.72525999992,Exceeds 99.0th percentile for this day (n=54),samsung galaxy
1585271561337012029,2025-06-28,311362,Смартфоны,91556.91,91556.91,88110.60996,Exceeds 99.0th percentile for this day (n=5),tecno pova
360293373317682253,2025-06-28,369276,Смартфоны,9241.822,9241.822,9223.7592,Exceeds 99.0th percentile for this day (n=6),iqoo
6485190517591018432,2025-06-29,197627,Обувь,10931.717,10931.717,10819.13897,Exceeds 99.0th percentile for this day (n=10),adidas
7926341023773842781,2025-06-29,197910,Средства для волос,35340.786,35340.786,34086.757770000004,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",alerana
6052843423965704693,2025-06-29,198484,Смартфоны,64146.186,64146.186,52218.69786000002,Exceeds 99.0th percentile for this day (n=55),apple iphone
6638317131229860104,2025-06-29,198674,Товары для стирки,28398.292,28398.292,20688.260699999933,"Exceeds 99.0th percentile for brand (few daily obs, n=4)",ariel
1585271561336850951,2025-06-29,199661,Крупная техника,32863.276,32863.276,32648.19039999999,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",baxi
5034735007925,2025-06-29,200547,Обувь,4160.017,4160.017,4145.81244,Exceeds 99.0th percentile for this day (n=5),bona
2594080757047245504,2025-06-29,200662,Аудиотехника,20697.144,20697.144,20153.792,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",bose
6629305709414973060,2025-06-29,201236,Малая техника,10732.322,10732.322,10697.13566,Exceeds 99.0th percentile for this day (n=7),canon
6341074104264854075,2025-06-29,202423,Обувь,20600.988,20600.988,18987.61216,Exceeds 99.0th percentile for this day (n=17),crocs
7719180632607324117,2025-06-29,206252,Одежда,4768.236,4768.236,4650.60835,Exceeds 99.0th percentile for this day (n=6),gloria jeans
3891115984388077661,2025-06-29,206402,Смартфоны,36610.683,36610.683,34714.02581999998,Exceeds 99.0th percentile for this day (n=7),google pixel
8502803222098581352,2025-06-29,206413,Малая техника,113593.168,113593.168,49555.97580000001,"Exceeds 99.0th percentile for brand (few daily obs, n=1)",gopro
6629304165209876419,2025-06-29,206416,Крупная техника,58379.472,58379.472,41025.918289999994,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",gorenje
2233791780476071135,2025-06-29,206519,Товары для стирки,34430.724,34430.724,33227.4201,Exceeds 99.0th percentile for this day (n=6),grass
1585271561336992295,2025-06-29,206519,Универсальные чистящие средства,40523.076,40523.076,27271.677310000036,"Exceeds 99.0th percentile for brand (few daily obs, n=4)",grass
6629304165209876750,2025-06-29,206804,Крупная техника,8635.323,8635.323,8596.56324,Exceeds 99.0th percentile for this day (n=9),haier
4035232106963127754,2025-06-29,207447,Смартфоны,32131.64,32131.64,28053.705530000007,Exceeds 99.0th percentile for this day (n=28),honor
2963380775332161280,2025-06-29,207543,Смарт-часы и браслеты,14348.364,14348.364,14097.208919999997,Exceeds 99.0th percentile for this day (n=7),huawei
1585271561336928857,2025-06-29,207543,Смартфоны,17894.614999999998,17894.614999999998,17711.7355,Exceeds 99.0th percentile for this day (n=11),huawei
657540071955486912,2025-06-29,207558,Подгузники,27512.532,27512.532,26473.05625,Exceeds 99.0th percentile for this day (n=6),huggies
1306054984423598601,2025-06-29,207943,Смартфоны,30004.785000000003,30004.785000000003,27928.52804,Exceeds 99.0th percentile for this day (n=17),infinix
1585271561337010551,2025-06-29,207947,Макияж для глаз,42929.288,42929.288,36808.42040000002,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",influence
1585271561336806084,2025-06-29,208375,Аудиотехника,13394.795999999998,13394.795999999998,13294.667599999999,Exceeds 99.0th percentile for this day (n=6),jbl (аудиотехника)
72064921482246402,2025-06-29,208807,Малая техника,8935.664,8935.664,8831.748300000001,Exceeds 99.0th percentile for this day (n=6),karcher
7719181970776511680,2025-06-29,208810,Обувь,6975.216,6975.216,6886.21216,Exceeds 99.0th percentile for this day (n=5),kari
8070458324181978690,2025-06-29,210322,Крупная техника,22627.38,22627.38,21971.39344,Exceeds 99.0th percentile for this day (n=5),lg
7070663956211113984,2025-06-29,212359,Средства для волос,28450.646,28450.646,27490.45468,Exceeds 99.0th percentile for this day (n=5),mixit
7926341023773842837,2025-06-29,213474,Обувь,31248.411,31248.411,29352.161279999986,Exceeds 99.0th percentile for this day (n=13),nike
4260416422919966855,2025-06-29,213474,Одежда,24470.85,24470.85,23597.625450000003,Exceeds 99.0th percentile for this day (n=6),nike
2819264099792802147,2025-06-29,213565,Средства для умывания и ухода за лицом,28342.242000000002,28342.242000000002,21808.215259999968,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",nivea
2099245824564710208,2025-06-29,213619,Смартфоны,15154.926,15154.926,15015.14648,Exceeds 99.0th percentile for this day (n=5),nokia
5270835593220710144,2025-06-29,214142,Смартфоны,10487.032,10487.032,10246.10544,Exceeds 99.0th percentile for this day (n=5),oneplus
3819059496266608833,2025-06-29,214544,Подгузники,54083.34,54083.34,52998.289000000004,Exceeds 99.0th percentile for this day (n=12),pampers
1585271561336746677,2025-06-29,214973,Малая техника,49981.98,49981.98,48520.542160000005,Exceeds 99.0th percentile for this day (n=5),philips
1306055918923481346,2025-06-29,215234,Смартфоны,49609.96,49609.96,49088.8546,Exceeds 99.0th percentile for this day (n=28),poco
153134419846816512,2025-06-29,215815,Смартфоны,25903.757999999998,25903.757999999998,25879.21472,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",qin
3242598926442262465,2025-06-29,216114,Смартфоны,43472.53,43472.53,40140.328600000015,Exceeds 99.0th percentile for this day (n=23),realme
1585271561337033691,2025-06-29,216181,Смартфоны,167005.02000000002,167005.02000000002,139349.23725000006,Exceeds 99.0th percentile for this day (n=28),redmi
8872102518756436180,2025-06-29,217082,Смартфоны,8077.868,8077.868,7896.88367,Exceeds 99.0th percentile for this day (n=10),samsung
3035438502080357056,2025-06-29,219362,Смартфоны,17028.179,17028.179,16487.686759999997,Exceeds 99.0th percentile for this day (n=7),tecno
3242598926442262465,2025-06-29,221229,Смартфоны,8694.506,8694.506,8502.227359999997,Exceeds 99.0th percentile for this day (n=7),vivo (электроника)
3242598857385037365,2025-06-29,221942,Малая техника,13021.192,13021.192,12826.167839999998,Exceeds 99.0th percentile for this day (n=5),xiaomi
1089884978166964928,2025-06-29,221942,Смарт-часы и браслеты,56208.07800000001,56208.07800000001,54420.03128000001,Exceeds 99.0th percentile for this day (n=5),xiaomi
3891115984388077661,2025-06-29,221942,Смартфоны,12203.561,12203.561,12170.644839999999,Exceeds 99.0th percentile for this day (n=17),xiaomi
5413337214202460227,2025-06-29,238974,Смартфоны,18343.542,18343.542,17096.21735999999,Exceeds 99.0th percentile for this day (n=13),tecno spark
2738194092690289729,2025-06-29,242139,Аудиотехника,21829.65,21829.65,21771.249040000002,Exceeds 99.0th percentile for this day (n=17),яндекс
8872102518756436180,2025-06-29,281079,Смартфоны,16155.736,16155.736,15639.4792,Exceeds 99.0th percentile for this day (n=31),samsung galaxy
8935147025123496488,2025-06-29,311362,Смартфоны,45602.026,45602.026,45457.90496,Exceeds 99.0th percentile for this day (n=15),tecno pova
8791033899596156818,2025-06-29,423754,Обувь,11338.877,11338.877,11210.676769999998,Exceeds 99.0th percentile for this day (n=18),под каблуком
2738194092690289798,2025-06-30,197548,Обувь,19161.144,19161.144,18676.266959999997,Exceeds 99.0th percentile for this day (n=7),asics
7133709247784472130,2025-06-30,197627,Обувь,9288.687,9288.687,9140.66964,Exceeds 99.0th percentile for this day (n=5),adidas
2738194092690289087,2025-06-30,198484,Смартфоны,250339.06200000003,250339.06200000003,193941.33893999978,Exceeds 99.0th percentile for this day (n=50),apple iphone
3386713074957469667,2025-06-30,202423,Обувь,12969.435000000001,12969.435000000001,12723.90762,Exceeds 99.0th percentile for this day (n=15),crocs
6052843423965704734,2025-06-30,204933,Корм для кошек,8826.083999999999,8826.083999999999,8627.75675,Exceeds 99.0th percentile for this day (n=6),felix (корм)
1882516134850618573,2025-06-30,205874,Краски для волос,27817.93,27817.93,22362.13511000002,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",garnier
1585271561337043459,2025-06-30,206402,Смартфоны,20570.66,20570.66,20402.5124,Exceeds 99.0th percentile for this day (n=7),google pixel
2233791780476071135,2025-06-30,206519,Товары для стирки,46139.196,46139.196,28112.63105999994,"Exceeds 99.0th percentile for brand (few daily obs, n=3)",grass
8142515282311849090,2025-06-30,206804,Крупная техника,8390.939,8390.939,8131.789550000001,Exceeds 99.0th percentile for this day (n=6),haier
1585271561337043459,2025-06-30,207447,Смартфоны,30855.989999999998,30855.989999999998,25546.695900000028,Exceeds 99.0th percentile for this day (n=23),honor
5269222877690299145,2025-06-30,207543,Смарт-часы и браслеты,16051.518,16051.518,15654.892919999997,Exceeds 99.0th percentile for this day (n=7),huawei
1585271561336619618,2025-06-30,207543,Смартфоны,43798.896,43798.896,41225.35705999999,Exceeds 99.0th percentile for this day (n=8),huawei
8079469907788942465,2025-06-30,207558,Подгузники,13619.784,13619.784,13459.00875,Exceeds 99.0th percentile for this day (n=6),huggies
7023315206273,2025-06-30,207778,Смартфоны,9776.072,9776.072,9689.96666,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",iiif150
1729390231323623488,2025-06-30,207943,Смартфоны,99437.42,99437.42,90809.39591999995,Exceeds 99.0th percentile for this day (n=14),infinix
2954367870147816203,2025-06-30,208375,Аудиотехника,31956.372,31956.372,30478.085049999994,Exceeds 99.0th percentile for this day (n=8),jbl (аудиотехника)
2675150653541831553,2025-06-30,208810,Обувь,7447.15,7447.15,7264.866719999999,Exceeds 99.0th percentile for this day (n=5),kari
2377906299442911070,2025-06-30,209227,Малая техника,34430.223,34430.223,33599.39376,Exceeds 99.0th percentile for this day (n=5),kitfort
1008811791543195049,2025-06-30,210322,Крупная техника,24338.278,24338.278,23079.66161999999,Exceeds 99.0th percentile for this day (n=8),lg
7143207276249366976,2025-06-30,211249,Одежда,18148.776,18148.776,17993.30976,"Exceeds 99.0th percentile for brand (few daily obs, n=2)",mango
